run_accession	experiment_accession	sample_accession	study_accession	sample	series_id	library_strategy	platform	library_layout	pairedEnd	taxon_id	sample_name	experiment_title	experiment_name	sample_attribute	characteristics_ch1	sa_tissue	ch1_tissue	sa_antibody	ch1_antibody	sa_gene	ch1_gene	sa_treatment	ch1_treatment
SRR391075	SRX105193	SRS270030	SRP009191	NA	NA	ChIP-Seq	ILLUMINA	SINGLE - 	false	4392	NA	H3K36me modified nucleosomes in Wt and K123A mutants	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR365033	SRX105240	SRS270079	SRP009191	NA	NA	ChIP-Seq	ILLUMINA	SINGLE - 	false	4392	NA	Nucleosome mapping in various strains (biological replicates)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR393954	SRX105270	SRS270094	SRP009191	NA	NA	ChIP-Seq	ILLUMINA	SINGLE - 	false	4392	NA	Nucleosome mapping in Ubiquitylation deficient mutants (Biological replicates)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR393955	SRX105270	SRS270094	SRP009191	NA	NA	ChIP-Seq	ILLUMINA	SINGLE - 	false	4392	NA	Nucleosome mapping in Ubiquitylation deficient mutants (Biological replicates)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR393967	SRX113816	SRS284604	SRP009191	NA	NA	ChIP-Seq	ILLUMINA	SINGLE - 	false	4392	NA	H2Bk123Ub-modified Nucleosomes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1132340	SRX441367	SRS538627	SRP035339	NA	NA	ChIP-Seq	ILLUMINA	PAIRED - NOMINAL_LENGTH: 350; NOMINAL_SDEV: 0.0E0; 	true	9606	NA	Merlin re-expression strongly inhibits proliferation of Merlin-deficient cells and this correlates with its ability to regulate a cross-tissue gene expression program. We have shown that Merlin interacts with the PAF1 complex.  ChIP-seq experiments were p	NA	cultivar: MDA-MB-231 || label: 6 wt Merlin expression-Pol2 ChiP-seq || cell_line: breast cancer cell line (NF2 mutant)	NA	breast cancer cell line (NF2 mutant)	NA	NA	NA	NA	NA	NA	NA
SRR1132341	SRX441368	SRS538628	SRP035339	NA	NA	ChIP-Seq	ILLUMINA	PAIRED - NOMINAL_LENGTH: 330; NOMINAL_SDEV: 0.0E0; 	true	9606	NA	7 wt Merlin expression- LEO1 ChiP seq	NA	cultivar: MDA-MB-231 || label: 7 wt Merlin expression- LEO1 ChiP seq || cell_line: breast cancer cell line	NA	breast cancer cell line	NA	NA	NA	NA	NA	NA	NA
SRR1132342	SRX441369	SRS538629	SRP035339	NA	NA	ChIP-Seq	ILLUMINA	PAIRED - NOMINAL_LENGTH: 400; NOMINAL_SDEV: 0.0E0; 	true	9606	NA	L46R Merlin expression- Rabbit Antibody control ChiP-seq	NA	cultivar: MDA-MB-231 || label: L46R Merlin expression- Rabbit Antibody control ChiP-seq || cell_line: breast cancer cell line	NA	breast cancer cell line	NA	NA	NA	NA	NA	NA	NA
SRR1132343	SRX441370	SRS538630	SRP035339	NA	NA	ChIP-Seq	ILLUMINA	PAIRED - NOMINAL_LENGTH: 420; NOMINAL_SDEV: 0.0E0; 	true	9606	NA	L46R Merlin expression-Pol2 ChiP-seq	NA	cultivar: MDA-MB-231 || label: L46R Merlin expression-Pol2 ChiP-seq || cell_line: breast cancer cell line	NA	breast cancer cell line	NA	NA	NA	NA	NA	NA	NA
SRR1132344	SRX441371	SRS538631	SRP035339	NA	NA	ChIP-Seq	ILLUMINA	PAIRED - NOMINAL_LENGTH: 250; NOMINAL_SDEV: 0.0E0; 	true	9606	NA	L46R Merlin expression-LEO1 ChiP-seq	NA	cultivar: MDA-MB-231 || label: L46R Merlin expression-LEO1 ChiP-seq || cell_line: breast cancer cell line	NA	breast cancer cell line	NA	NA	NA	NA	NA	NA	NA
SRR2627450	SRX1329041	SRS1112182	SRP048744	GSM1905827	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib131; Homo sapiens; ChIP-Seq	GSM1905827	source_name: THP1, pLKO.1-PAF1 shRNA #1 || cell line: THP1 || genotype/variation: PAF1 knockdown || chip antibody: Pol II (ser-5p) (Abcam, ab5131)	cell line: THP1 || genotype/variation: PAF1 knockdown || chip antibody: Pol II (ser-5p)  (Abcam, ab5131)	THP1, pLKO.1-PAF1 shRNA #1	THP1	Pol II (ser-5p) (Abcam, ab5131)	Pol II (ser-5p)  (Abcam, ab5131)	PAF1 knockdown	NA	NA	NA
SRR2627449	SRX1329040	SRS1112183	SRP048744	GSM1905826	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib130; Homo sapiens; ChIP-Seq	GSM1905826	source_name: THP1, pLKO.1 control || cell line: THP1 || genotype/variation: wild type (control) || chip antibody: Pol II (ser-5p) (Abcam, ab5131)	cell line: THP1 || genotype/variation: wild type (control) || chip antibody: Pol II (ser-5p)  (Abcam, ab5131)	THP1, pLKO.1 control	THP1	Pol II (ser-5p) (Abcam, ab5131)	Pol II (ser-5p)  (Abcam, ab5131)	wild type (control)	NA	NA	NA
SRR1607716	SRX728768	SRS718273	SRP048744	GSM1520907	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib16; Homo sapiens; ChIP-Seq	GSM1520907	source_name: THP1_WT_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: PAF1 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: PAF1 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-171A || fixation: EGS+ FA	THP1_WT_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	PAF1	PAF1	wild type (control)	NA	NA	NA
SRR1607717	SRX728769	SRS718274	SRP048744	GSM1520908	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib19; Homo sapiens; ChIP-Seq	GSM1520908	source_name: THP1_WT_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: CDC73 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: CDC73 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-170A || fixation: EGS+ FA	THP1_WT_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	CDC73	CDC73	wild type (control)	NA	NA	NA
SRR1607718	SRX728770	SRS718275	SRP048744	GSM1520909	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib20; Homo sapiens; ChIP-Seq	GSM1520909	source_name: THP1_WT_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: LEO1 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: LEO1 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-175A || fixation: EGS+ FA	THP1_WT_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	LEO1	LEO1	wild type (control)	NA	NA	NA
SRR1607719	SRX728771	SRS718276	SRP048744	GSM1520910	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib22; Homo sapiens; ChIP-Seq	GSM1520910	source_name: THP1_WT_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: CTR9 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || chip antibody: CTR9 || chip antibody vendor: Bethyl || chip antibody cat. #: A301-395A || fixation: EGS+ FA	THP1_WT_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	CTR9	CTR9	wild type (control)	NA	NA	NA
SRR1607720	SRX728772	SRS718277	SRP048744	GSM1520911	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib34; Homo sapiens; ChIP-Seq	GSM1520911	source_name: THP1_WT_input || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || genotype/variation: wild type (control) || fixation: EGS+ FA	THP1_WT_input -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	NA	NA	wild type (control)	NA	NA	NA
SRR1607721	SRX728773	SRS718278	SRP048744	GSM1520912	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib70; Homo sapiens; ChIP-Seq	GSM1520912	source_name: THP1_DMSO_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: DMSO || genotype/variation: wild type (control) || chip antibody: Pol II || chip antibody vendor: Santa Cruz || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: DMSO || genotype/variation: wild type (control) || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-899 || fixation: EGS+ FA	THP1_DMSO_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	Pol II	Pol II	wild type (control)	NA	DMSO	DMSO
SRR1607723	SRX728775	SRS718279	SRP048744	GSM1520914	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib78; Homo sapiens; ChIP-Seq	GSM1520914	source_name: THP1_DMSO_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: DMSO || genotype/variation: wild type (control) || chip antibody: LEO1 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: DMSO || genotype/variation: wild type (control) || chip antibody: LEO1 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-175A || fixation: EGS+ FA	THP1_DMSO_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	LEO1	LEO1	wild type (control)	NA	DMSO	DMSO
SRR1607722	SRX728774	SRS718280	SRP048744	GSM1520913	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib72; Homo sapiens; ChIP-Seq	GSM1520913	source_name: THP1_Flavopiridol_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: Flavopiridol || genotype/variation: wild type (control) || chip antibody: Pol II || chip antibody vendor: Santa Cruz || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: Flavopiridol || genotype/variation: wild type (control) || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-899 || fixation: EGS+ FA	THP1_Flavopiridol_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	Pol II	Pol II	wild type (control)	NA	Flavopiridol	Flavopiridol
SRR1607724	SRX728776	SRS718281	SRP048744	GSM1520915	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib81; Homo sapiens; ChIP-Seq	GSM1520915	source_name: THP1_Flavopiridol_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: Flavopiridol || genotype/variation: wild type (control) || chip antibody: LEO1 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: Flavopiridol || genotype/variation: wild type (control) || chip antibody: LEO1 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-175A || fixation: EGS+ FA	THP1_Flavopiridol_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	LEO1	LEO1	wild type (control)	NA	Flavopiridol	Flavopiridol
SRR1607726	SRX728777	SRS718282	SRP048744	GSM1520917	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib107; Homo sapiens; ChIP-Seq	GSM1520917	source_name: THP1_PAF1KD_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY136 (PAF1 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: PAF1 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY136 (PAF1 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: PAF1 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-171A || fixation: EGS+ FA	THP1_PAF1KD_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	PAF1	PAF1	PAF1 knockdown	NA	pMY136 (PAF1 shRNA #1)	pMY136 (PAF1 shRNA #1)
SRR1607729	SRX728779	SRS718283	SRP048744	GSM1520920	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib134; Homo sapiens; ChIP-Seq	GSM1520920	source_name: THP1_vector-control_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: CDK9 || chip antibody vendor: Santa Cruz || fixation: DMA + FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-484 || fixation: DMA + FA	THP1_vector-control_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	CDK9	Pol II	vector control	NA	pMY56 (control)	pMY56 (control)
SRR1607730	SRX728780	SRS718284	SRP048744	GSM1520921	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib135; Homo sapiens; ChIP-Seq	GSM1520921	source_name: THP1_PAF1KD_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY136 (PAF1 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: CDK9 || chip antibody vendor: Santa Cruz || fixation: DMA + FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY136 (PAF1 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-484 || fixation: DMA + FA	THP1_PAF1KD_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	CDK9	Pol II	PAF1 knockdown	NA	pMY136 (PAF1 shRNA #1)	pMY136 (PAF1 shRNA #1)
SRR1607731	SRX728781	SRS718285	SRP048744	GSM1520922	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib140; Homo sapiens; ChIP-Seq	GSM1520922	source_name: THP1 ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || chip antibody: Pol II || chip antibody vendor: Millipore || fixation: DMA + FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || chip antibody: Pol II || chip antibody vendor: Millipore || chip antibody cat. #: 04-1571 || fixation: DMA + FA	THP1 ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	Pol II	Pol II	NA	NA	NA	NA
SRR1607732	SRX728782	SRS718286	SRP048744	GSM1520923	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib146; Homo sapiens; ChIP-Seq	GSM1520923	source_name: THP1 ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || chip antibody: Pol II || chip antibody vendor: Santa Cruz || fixation: DMA + FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-899 || fixation: DMA + FA	THP1 ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	Pol II	Pol II	NA	NA	NA	NA
SRR1607733	SRX728783	SRS718287	SRP048744	GSM1520924	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib152; Homo sapiens; ChIP-Seq	GSM1520924	source_name: THP1_vector-control_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: Pol II || chip antibody vendor: Santa Cruz || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-899 || fixation: EGS+ FA	THP1_vector-control_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	Pol II	Pol II	vector control	NA	pMY56 (control)	pMY56 (control)
SRR1607734	SRX728784	SRS718288	SRP048744	GSM1520925	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib153; Homo sapiens; ChIP-Seq	GSM1520925	source_name: THP1_PAF1KD_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY201 (CDK9 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: Pol II || chip antibody vendor: Santa Cruz || fixation: EGS+ FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY201 (CDK9 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-899 || fixation: EGS+ FA	THP1_PAF1KD_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	Pol II	Pol II	PAF1 knockdown	NA	pMY201 (CDK9 shRNA #1)	pMY201 (CDK9 shRNA #1)
SRR1607735	SRX728785	SRS718289	SRP048744	GSM1520926	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib174; Homo sapiens; ChIP-Seq	GSM1520926	source_name: CCRF-CEM_vector-control_ChIP-seq || cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: PAF1 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: PAF1 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-171A || fixation: EGS+ FA	CCRF-CEM_vector-control_ChIP-seq -;- human acute lymphocytic leukemia (ALL) cell line	human acute lymphocytic leukemia (ALL) cell line -;- CCRF-CEM	PAF1	PAF1	vector control	NA	pMY56 (control)	pMY56 (control)
SRR1607737	SRX728787	SRS718290	SRP048744	GSM1520928	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib176; Homo sapiens; ChIP-Seq	GSM1520928	source_name: CCRF-CEM_vector-control_ChIP-seq || cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: Pol II || chip antibody vendor: Santa Cruz || fixation: EGS+ FA	cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-899 || fixation: EGS+ FA	CCRF-CEM_vector-control_ChIP-seq -;- human acute lymphocytic leukemia (ALL) cell line	human acute lymphocytic leukemia (ALL) cell line -;- CCRF-CEM	Pol II	Pol II	vector control	NA	pMY56 (control)	pMY56 (control)
SRR1607736	SRX728786	SRS718291	SRP048744	GSM1520927	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib175; Homo sapiens; ChIP-Seq	GSM1520927	source_name: CCRF-CEM_PAF1KD_ChIP-seq || cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY137 (PAF1 shRNA #2) || genotype/variation: PAF1 knockdown || chip antibody: PAF1 || chip antibody vendor: Bethyl || fixation: EGS+ FA	cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY137 (PAF1 shRNA #2) || genotype/variation: PAF1 knockdown || chip antibody: PAF1 || chip antibody vendor: Bethyl || chip antibody cat. #: A300-171A || fixation: EGS+ FA	CCRF-CEM_PAF1KD_ChIP-seq -;- human acute lymphocytic leukemia (ALL) cell line	human acute lymphocytic leukemia (ALL) cell line -;- CCRF-CEM	PAF1	PAF1	PAF1 knockdown	NA	pMY137 (PAF1 shRNA #2)	pMY137 (PAF1 shRNA #2)
SRR1607738	SRX728788	SRS718292	SRP048744	GSM1520929	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib177; Homo sapiens; ChIP-Seq	GSM1520929	source_name: CCRF-CEM_PAF1KD_ChIP-seq || cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY137 (PAF1 shRNA #2) || genotype/variation: PAF1 knockdown || chip antibody: Pol II || chip antibody vendor: Santa Cruz || fixation: EGS+ FA	cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || treatment: pMY137 (PAF1 shRNA #2) || genotype/variation: PAF1 knockdown || chip antibody: Pol II || chip antibody vendor: Santa Cruz || chip antibody cat. #: sc-899 || fixation: EGS+ FA	CCRF-CEM_PAF1KD_ChIP-seq -;- human acute lymphocytic leukemia (ALL) cell line	human acute lymphocytic leukemia (ALL) cell line -;- CCRF-CEM	Pol II	Pol II	PAF1 knockdown	NA	pMY137 (PAF1 shRNA #2)	pMY137 (PAF1 shRNA #2)
SRR1607740	SRX728790	SRS718293	SRP048744	GSM1520931	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib181; Homo sapiens; ChIP-Seq	GSM1520931	source_name: THP1_PAF1KD_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY136 (PAF1 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: CDK12 || chip antibody vendor: LSBio || fixation: DMA + FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY136 (PAF1 shRNA #1) || genotype/variation: PAF1 knockdown || chip antibody: CDK12 || chip antibody vendor: LSBio || chip antibody cat. #: LS-A7350 || fixation: DMA + FA	THP1_PAF1KD_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	CDK12	CDK12	PAF1 knockdown	NA	pMY136 (PAF1 shRNA #1)	pMY136 (PAF1 shRNA #1)
SRR1607741	SRX728791	SRS718294	SRP048744	GSM1520932	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib185; Homo sapiens; ChIP-Seq	GSM1520932	source_name: CCRF-CEM_input || cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || fixation: DMA + FA	cell line: CCRF-CEM || cell type: human acute lymphocytic leukemia (ALL) cell line || fixation: DMA + FA	CCRF-CEM_input -;- human acute lymphocytic leukemia (ALL) cell line	human acute lymphocytic leukemia (ALL) cell line -;- CCRF-CEM	NA	NA	NA	NA	NA	NA
SRR1607739	SRX728789	SRS718295	SRP048744	GSM1520930	GSE62171	ChIP-Seq	ILLUMINA	SINGLE - 	false	9606	NA	Lib180; Homo sapiens; ChIP-Seq	GSM1520930	source_name: THP1_vector-control_ChIP-seq || cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: CDK12 || chip antibody vendor: LSBio || fixation: DMA + FA	cell line: THP1 || cell type: human acute monocytic leukemia (AML) cell line || treatment: pMY56 (control) || genotype/variation: vector control || chip antibody: CDK12 || chip antibody vendor: LSBio || chip antibody cat. #: LS-A7350 || fixation: DMA + FA	THP1_vector-control_ChIP-seq -;- human acute monocytic leukemia (AML) cell line	human acute monocytic leukemia (AML) cell line -;- THP1	CDK12	CDK12	vector control	NA	pMY56 (control)	pMY56 (control)
