ID	fileName	fileNamePE	experiment	tissue	condition	replicate	lane	merge	input	pairedEnd	macsGroup	phredScore	adapter	trimQuality	adapterPE	trimQualityPE
SRR2084553			SRP060227	MCF7 -;- breast cancer cell line	N20_shPAF1.1_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078882	NA	false						
SRR2084554			SRP060227	MCF7 -;- breast cancer cell line	N20_shPAF1.1_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078882	NA	false						
SRR2084555			SRP060227	MCF7 -;- breast cancer cell line	N20_shPAF1.1_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078882	NA	false						
SRR2084545			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078880	NA	false						
SRR2084546			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078880	NA	false						
SRR2084547			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078880	NA	false						
SRR2084544			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		1		NA	false						
SRR2084548			SRP060227	MCF7 -;- breast cancer cell line	Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078881	input	false						
SRR2084549			SRP060227	MCF7 -;- breast cancer cell line	Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078881	input	false						
SRR2084550			SRP060227	MCF7 -;- breast cancer cell line	Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078881	input	false						
SRR2084551			SRP060227	MCF7 -;- breast cancer cell line	Input_shSCR_MCF7_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078881	input	false						
SRR2084541			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078878	NA	false						
SRR2084542			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078878	NA	false						
SRR2084543			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078878	NA	false						
SRR2084537			SRP060227	HCT116 -;- colorectal cancer cell line	PAF1_WT_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078876	N	false						
SRR2084538			SRP060227	HCT116 -;- colorectal cancer cell line	PAF1_WT_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078876	N	false						
SRR2084539			SRP060227	HCT116 -;- colorectal cancer cell line	PAF1_WT_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078876	N	false						
SRR2084540			SRP060227	HCT116 -;- colorectal cancer cell line	Ser2P_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		1		NA	false						
SRR2084533			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078875	NA	false						
SRR2084534			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078875	NA	false						
SRR2084535			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078875	NA	false						
SRR2084536			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078875	NA	false						
SRR2084529			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078874	NA	false						
SRR2084530			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078874	NA	false						
SRR2084531			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078874	NA	false						
SRR2084532			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_serum_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078874	NA	false						
SRR2084524			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_N20shBre1A_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078872	NA	false						
SRR2084525			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_N20shBre1A_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078872	NA	false						
SRR2084526			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_N20shPAF1.2_N20shPAF1.1rep2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078873	NA	false						
SRR2084527			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_N20shPAF1.2_N20shPAF1.1rep2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078873	NA	false						
SRR2084528			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_N20shPAF1.2_N20shPAF1.1rep2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078873	NA	false						
SRR2084511			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078868	NA	false						
SRR2084512			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078868	NA	false						
SRR2084513			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078868	NA	false						
SRR2084514			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078869	NA	false						
SRR2084515			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078869	NA	false						
SRR2084516			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078869	NA	false						
SRR2084521			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078871	NA	false						
SRR2084522			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078871	NA	false						
SRR2084523			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078871	NA	false						
SRR2084517			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078870	NA	false						
SRR2084518			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078870	NA	false						
SRR2084519			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078870	NA	false						
SRR2084520			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078870	NA	false						
SRR2084508			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078867	NA	false						
SRR2084509			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078867	NA	false						
SRR2084510			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078867	NA	false						
SRR2084504			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078866	NA	false						
SRR2084505			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078866	NA	false						
SRR2084506			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078866	NA	false						
SRR2084507			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_FP_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078866	NA	false						
SRR2084500			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078865	NA	false						
SRR2084501			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078865	NA	false						
SRR2084502			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078865	NA	false						
SRR2084503			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078865	NA	false						
SRR2084488			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shSCR_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078861	NA	false						
SRR2084489			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shSCR_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078861	NA	false						
SRR2084490			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shSCR_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078861	NA	false						
SRR2084491			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shSCR_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078861	NA	false						
SRR2084494			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shBre1A.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078863	NA	false						
SRR2084495			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shBre1A.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078863	NA	false						
SRR2084484			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shPAF1.1_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078860	NA	false						
SRR2084485			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shPAF1.1_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078860	NA	false						
SRR2084486			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shPAF1.1_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078860	NA	false						
SRR2084487			SRP060227	HCT116 -;- colorectal cancer cell line	LEO1_shPAF1.1_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078860	NA	false						
SRR2084492			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shBre1A.1_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078862	NA	false						
SRR2084493			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shBre1A.1_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078862	NA	false						
SRR2084496			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078864	NA	false						
SRR2084497			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078864	NA	false						
SRR2084498			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078864	NA	false						
SRR2084499			SRP060227	HCT116 -;- colorectal cancer cell line	N20_shPAF1.1_starve_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078864	NA	false						
SRR2084474			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078857	input	false						
SRR2084475			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078857	input	false						
SRR2084476			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078857	input	false						
SRR2084477			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078857	input	false						
SRR2084481			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078859	input	false						
SRR2084482			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078859	input	false						
SRR2084483			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078859	input	false						
SRR2084478			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078858	input	false						
SRR2084479			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078858	input	false						
SRR2084480			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shSCR_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078858	input	false						
SRR2084468			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078855	input	false						
SRR2084469			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078855	input	false						
SRR2084470			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_HCT116_rep2_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078855	input	false						
SRR2084471			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078856	input	false						
SRR2084472			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078856	input	false						
SRR2084473			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.2_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078856	input	false						
SRR2084465			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078854	input	false						
SRR2084466			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078854	input	false						
SRR2084467			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_HCT116_rep1_ChIPSeq; Homo sapiens; ChIP-Seq		3	SRX1078854	input	false						
SRR2084461			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		1	SRX1078853	input	false						
SRR2084462			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		2	SRX1078853	input	false						
SRR2084463			SRP060227	HCT116 -;- colorectal cancer cell line	Input_shPAF1.1_DMSO_HCT116_ChIPSeq; Homo sapiens; ChIP-Seq		4	SRX1078853	input	false						
