ID	fileName	fileNamePE	experiment	tissue	condition	replicate	lane	merge	input	pairedEnd	macsGroup	phredScore	adapter	trimQuality	adapterPE	trimQualityPE
SRR002017			SRP000217	NA	Illumina sequencing of Mouse genomic fragment library		1	SRX000547	N	false						
SRR002018			SRP000217	NA	Illumina sequencing of Mouse genomic fragment library		2	SRX000547	N	false						
SRR002019			SRP000217	NA	Illumina sequencing of Mouse genomic fragment library		4	SRX000547	N	false						
SRR002000			SRP000217	NA	Illumina sequencing of Mouse ES_Klf4 genomic fragment library		4	SRX000544	NA	false						
SRR002001			SRP000217	NA	Illumina sequencing of Mouse ES_Klf4 genomic fragment library		2	SRX000544	NA	false						
SRR002002			SRP000217	NA	Illumina sequencing of Mouse ES_Klf4 genomic fragment library		1	SRX000544	NA	false						
SRR002003			SRP000217	NA	Illumina sequencing of Mouse ES_Klf4 genomic fragment library		3	SRX000544	NA	false						
SRR001992			SRP000217	NA	Illumina sequencing of Mouse genomic fragment library		1	SRX000542	NA	false						
SRR001993			SRP000217	NA	Illumina sequencing of Mouse genomic fragment library		3	SRX000542	NA	false						
SRR001994			SRP000217	NA	Illumina sequencing of Mouse genomic fragment library		4	SRX000542	NA	false						
SRR001995			SRP000217	NA	Illumina sequencing of Mouse genomic fragment library		2	SRX000542	NA	false						
SRR002039			SRP000217	NA	Illumina sequencing of Mouse ES_c-Myc genomic fragment library		1	SRX000553	NA	false						
SRR002040			SRP000217	NA	Illumina sequencing of Mouse ES_c-Myc genomic fragment library		2	SRX000553	NA	false						
SRR002041			SRP000217	NA	Illumina sequencing of Mouse ES_c-Myc genomic fragment library		3	SRX000553	NA	false						
SRR002042			SRP000217	NA	Illumina sequencing of Mouse ES_c-Myc genomic fragment library		4	SRX000553	NA	false						
SRR002043			SRP000217	NA	Illumina sequencing of Mouse ES_n-Myc genomic fragment library		4	SRX000554	NA	false						
SRR002044			SRP000217	NA	Illumina sequencing of Mouse ES_n-Myc genomic fragment library		2	SRX000554	NA	false						
SRR002045			SRP000217	NA	Illumina sequencing of Mouse ES_n-Myc genomic fragment library		1	SRX000554	NA	false						
SRR002046			SRP000217	NA	Illumina sequencing of Mouse ES_n-Myc genomic fragment library		3	SRX000554	NA	false						
SRR001996			SRP000217	NA	Illumina sequencing of Mouse ES_GFP genomic fragment library		4	SRX000543	NA	false						
SRR001997			SRP000217	NA	Illumina sequencing of Mouse ES_GFP genomic fragment library		3	SRX000543	NA	false						
SRR001998			SRP000217	NA	Illumina sequencing of Mouse ES_GFP genomic fragment library		2	SRX000543	NA	false						
SRR001999			SRP000217	NA	Illumina sequencing of Mouse ES_GFP genomic fragment library		1	SRX000543	NA	false						
SRR023866			SRP000217	NA	Illumina sequencing of Mouse ES_p300 genomic fragment library		2	SRX000555	NA	false						
SRR023867			SRP000217	NA	Illumina sequencing of Mouse ES_p300 genomic fragment library		3	SRX000555	NA	false						
SRR023868			SRP000217	NA	Illumina sequencing of Mouse ES_p300 genomic fragment library		1	SRX000555	NA	false						
SRR023869			SRP000217	NA	Illumina sequencing of Mouse ES_p300 genomic fragment library		4	SRX000555	NA	false						
SRR002027			SRP000217	NA	Illumina sequencing of Mouse ES_Suz12 genomic fragment library		1	SRX000550	NA	false						
SRR002028			SRP000217	NA	Illumina sequencing of Mouse ES_Suz12 genomic fragment library		4	SRX000550	NA	false						
SRR002029			SRP000217	NA	Illumina sequencing of Mouse ES_Suz12 genomic fragment library		3	SRX000550	NA	false						
SRR002030			SRP000217	NA	Illumina sequencing of Mouse ES_Suz12 genomic fragment library		2	SRX000550	NA	false						
SRR271943			SRP002451	Stat3fl/fl FoxP3-GFP<STAT3 wild type> -;- in vitro polarized Th17 T cells -;- WT-Th17 polazied T cells from naive	Stat3fl/fl FoxP3-GFP<STAT3 wild type>, H3K4me3_ChIPSeq		1		N	false						
SRR271944			SRP002451	Stat3fl/fl FoxP3-GFP, CD4-Cre<STAT3 deficient> -;- in vitro polarized Th17 T cells -;- STAT3-deficient-Th17 polarized T cells from naÃƒÂ¯ve	Stat3fl/fl FoxP3-GFP, CD4-Cre<STAT3 deficient>, H3K4me3_ChIPSeq		1		N	false						
SRR271642			SRP002451	Stat3fl/fl FoxP3-GFP<STAT3 wild type> -;- in vitro polarized Th17 T cells -;- WT-Th17 polazied T cells from naive	Stat3fl/fl FoxP3-GFP<STAT3 wild type>, STAT3-ChIPSeq		1		N	false						
SRR069061			SRP003810	C57BL/6 -;- CD4+ T cells -;- CD4+ T cells stimulated by IL-6 and IL23	Stat3_ChIPSeq		1		N	false						
SRR069062			SRP003810	C57BL/6 -;- CD4+ T cells -;- CD4+ T cells stimulated by IL-6 and IL23	H3Ac_ChIPSeq		1		NA	false						
SRR069063			SRP003810	C57BL/6 -;- CD4+ T cells -;- CD4+ T cells stimulated by IL-6 and IL23	H3K4me3_ChIPSeq		1		NA	false						
ERR361904			ERP004237	embryonic stem cell -;- H1	Illumina HiSeq 2000 sequencing; ChIP-Seq of STAT3 in 3iL Human Embryonic Stem Cells		1		N	false						
SRR099051			SRP005649	C57BL/6 -;- Dendritic Cell in Spleen	STAT3_control_ChIPSeq		1		N	false						
SRR099052			SRP005649	C57BL/6 -;- Dendritic Cell in Spleen	IL21_STAT3_ChIPSeq		1		N	false						
SRR099053			SRP005649	C57BL/6 -;- Dendritic Cell in Spleen	IL21+GMCSF_STAT3_ChIPSeq		1		N	false						
SRR099054			SRP005649	C57BL/6 -;- Dendritic Cell in Spleen	STAT5B_ChIPSeq		1		NA	false						
SRR099055			SRP005649	C57BL/6 -;- Dendritic Cell in Spleen	GMCSF_STAT5B_ChIPSeq		1		NA	false						
SRR099056			SRP005649	C57BL/6 -;- Dendritic Cell in Spleen	IL21+GMCSF_STAT5B_ChIPSeq		1		NA	false						
SRR332191			SRP007865	C57BL/6JJcl -;- ChIP in untreated macrophages against STAT3 -;- Adherent peritoneal exudate macrophages	PEC_Untreated_STAT3_ChIPseq		1		N	false						
SRR332192			SRP007865	C57BL/6JJcl -;- ChIP in IL-10 treated (4 hours) macrophages against STAT3 -;- Adherent peritoneal exudate macrophages	PEC_IL10-treated_STAT3_ChIPseq		1		N	false						
SRR332193			SRP007865	C57BL/6JJcl -;- Input chromatin from untreated macrophages -;- Adherent peritoneal exudate macrophages	PEC_Untreated_Input_ChIPseq		1		input	false						
SRR332194			SRP007865	C57BL/6JJcl -;- Input chromatin from IL-10 treated (4 hours) macrophages -;- Adherent peritoneal exudate macrophages	PEC_IL10-treated_Input_ChIPseq		1		input	false						
SRR340077			SRP007993	HepG2 -;- liver carcinoma -;- endoderm	USC_ChipSeq_HepG2_TCF7L2_UCDavis		2	SRX094468	NA	false						
SRR340078			SRP007993	HepG2 -;- liver carcinoma -;- endoderm	USC_ChipSeq_HepG2_TCF7L2_UCDavis		1	SRX094468	NA	false						
SRR340079			SRP007993	HCT-116 -;- colorectal carcinoma (PMID: 7214343) -;- endoderm	USC_ChipSeq_HCT-116_TCF7L2_UCDavis		1	SRX094469	NA	false						
SRR340080			SRP007993	HCT-116 -;- colorectal carcinoma (PMID: 7214343) -;- endoderm	USC_ChipSeq_HCT-116_TCF7L2_UCDavis		2	SRX094469	NA	false						
SRR340081			SRP007993	HEK293 -;- embryonic kidney. (PMID: 11967234) -;- mesoderm	USC_ChipSeq_HEK293_TCF7L2_UCDavis		2	SRX094470	NA	false						
SRR340082			SRP007993	HEK293 -;- embryonic kidney. (PMID: 11967234) -;- mesoderm	USC_ChipSeq_HEK293_TCF7L2_UCDavis		1	SRX094470	NA	false						
SRR352493			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	USC_ChipSeq_HeLa-S3_TCF7L2_UCDavis		1	SRX100941	NA	false						
SRR352494			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	USC_ChipSeq_HeLa-S3_TCF7L2_UCDavis		2	SRX100941	NA	false						
SRR352495			SRP007993	PANC-1 -;- pancreatic carcinoma, (PMID: 1140870) PANC-1 was established from a pancreatic carcinoma, which was extracted via pancreatico-duodenectomy specimen from a 56-year-old Caucasian individual. Malignancy of this cell line was verified via in vitro and in vivo assays. -;- endoderm	USC_ChipSeq_PANC-1_TCF7L2_UCDavis		2	SRX100942	NA	false						
SRR352496			SRP007993	PANC-1 -;- pancreatic carcinoma, (PMID: 1140870) PANC-1 was established from a pancreatic carcinoma, which was extracted via pancreatico-duodenectomy specimen from a 56-year-old Caucasian individual. Malignancy of this cell line was verified via in vitro and in vivo assays. -;- endoderm	USC_ChipSeq_PANC-1_TCF7L2_UCDavis		1	SRX100942	NA	false						
SRR352497			SRP007993	MCF-7 -;- mammary gland, adenocarcinoma. (PMID: 4357757), newly promoted to tier 2: not in 2011 analysis -;- ectoderm	USC_ChipSeq_MCF-7_TCF7L2_UCDavis		2	SRX100943	NA	false						
SRR352498			SRP007993	MCF-7 -;- mammary gland, adenocarcinoma. (PMID: 4357757), newly promoted to tier 2: not in 2011 analysis -;- ectoderm	USC_ChipSeq_MCF-7_TCF7L2_UCDavis		1	SRX100943	NA	false						
SRR353505			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Yale_ChipSeq_HeLa-S3_Input_std		1		input	false						
SRR353506			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	USC_ChipSeq_HepG2_Input_UCDavis		1		input	false						
SRR353507			SRP007993	HCT-116 -;- colorectal carcinoma (PMID: 7214343) -;- endoderm	USC_ChipSeq_HCT-116_Input_UCDavis		1		input	false						
SRR353665			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	USC_ChipSeq_HeLa-S3_Input_UCDavis		1		input	false						
SRR361464			SRP007993	MCF-7 -;- mammary gland, adenocarcinoma. (PMID: 4357757), newly promoted to tier 2: not in 2011 analysis -;- ectoderm	USC_ChipSeq_MCF-7_GATA3_(SC-268)_UCDavis		1	SRX104409	NA	false						
SRR361465			SRP007993	MCF-7 -;- mammary gland, adenocarcinoma. (PMID: 4357757), newly promoted to tier 2: not in 2011 analysis -;- ectoderm	USC_ChipSeq_MCF-7_GATA3_(SC-268)_UCDavis		2	SRX104409	NA	false						
SRR501914			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_MAZ_(ab85725)_IgG-rab		2	SRX150352	NA	false						
SRR501915			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_MAZ_(ab85725)_IgG-rab		1	SRX150352	NA	false						
SRR501916			SRP007993	GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM19099_TNFa_NFKB_IgG-rab		1	SRX150353	NA	false						
SRR501917			SRP007993	GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM19099_TNFa_NFKB_IgG-rab		3	SRX150353	NA	false						
SRR501918			SRP007993	GM19099 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM19099_TNFa_NFKB_IgG-rab		2	SRX150353	NA	false						
SRR501919			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_CEBPZ_IgG-rab		1	SRX150354	NA	false						
SRR501920			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_CEBPZ_IgG-rab		2	SRX150354	NA	false						
SRR501921			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_ARID3A_(NB100-279)_IgG-rab		2	SRX150355	NA	false						
SRR501922			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_ARID3A_(NB100-279)_IgG-rab		1	SRX150355	NA	false						
SRR501923			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_STAT3_IgG-rab		2	SRX150356	N	false						
SRR501924			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_STAT3_IgG-rab		1	SRX150356	N	false						
SRR501925			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_TBP_IgG-mus		1	SRX150357	NA	false						
SRR501926			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_TBP_IgG-mus		2	SRX150357	NA	false						
SRR501927			SRP007993	HUVEC -;- umbilical vein endothelial cells -;- mesoderm	Stanford_ChipSeq_HUVEC_c-Jun_std		2	SRX150358	NA	false						
SRR501928			SRP007993	HUVEC -;- umbilical vein endothelial cells -;- mesoderm	Stanford_ChipSeq_HUVEC_c-Jun_std		1	SRX150358	NA	false						
SRR501929			SRP007993	GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM19193_TNFa_NFKB_IgG-rab		3	SRX150359	NA	false						
SRR501930			SRP007993	GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM19193_TNFa_NFKB_IgG-rab		1	SRX150359	NA	false						
SRR501931			SRP007993	GM19193 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM19193_TNFa_NFKB_IgG-rab		2	SRX150359	NA	false						
SRR501932			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_TBP_IgG-rab		2	SRX150360	NA	false						
SRR501933			SRP007993	HepG2 -;- hepatocellular carcinoma -;- endoderm	Stanford_ChipSeq_HepG2_TBP_IgG-rab		1	SRX150360	NA	false						
SRR501934			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_TNFa_NFKB_IgG-rab		2	SRX150361	NA	false						
SRR501935			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_TNFa_NFKB_IgG-rab		1	SRX150361	NA	false						
SRR501936			SRP007993	GM18526 -;- lymphoblastoid, International HapMap Project, Han Chinese in Beijing, China, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18526_TNFa_NFKB_IgG-rab		3	SRX150361	NA	false						
SRR501937			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_TNFa_NFKB_IgG-rab		4	SRX150362	NA	false						
SRR501938			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_TNFa_NFKB_IgG-rab		1	SRX150362	NA	false						
SRR501939			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_TNFa_NFKB_IgG-rab		5	SRX150362	NA	false						
SRR501940			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_TNFa_NFKB_IgG-rab		3	SRX150362	NA	false						
SRR501941			SRP007993	GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM18505_TNFa_NFKB_IgG-rab		2	SRX150362	NA	false						
SRR501942			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_MAZ_(ab85725)_IgG-mus		1	SRX150363	NA	false						
SRR501943			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_MAZ_(ab85725)_IgG-mus		2	SRX150363	NA	false						
SRR501944			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_Input_IgG-mus		1	SRX150364	input	false						
SRR501945			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_Input_IgG-mus		2	SRX150364	input	false						
SRR501946			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_TNFa_NFKB_IgG-rab		1	SRX150365	NA	false						
SRR501947			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_TNFa_NFKB_IgG-rab		3	SRX150365	NA	false						
SRR501948			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_TNFa_NFKB_IgG-rab		2	SRX150365	NA	false						
SRR501949			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_Input_IgG-mus		2	SRX150366	input	false						
SRR501950			SRP007993	GM12892 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12892_Input_IgG-mus		1	SRX150366	input	false						
SRR501951			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_Pol2_IgG-mus		4	SRX150367	NA	false						
SRR501952			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_Pol2_IgG-mus		6	SRX150367	NA	false						
SRR501953			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_Pol2_IgG-mus		2	SRX150367	NA	false						
SRR501954			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_Pol2_IgG-mus		1	SRX150367	NA	false						
SRR501955			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_Pol2_IgG-mus		5	SRX150367	NA	false						
SRR501956			SRP007993	GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM12891_Pol2_IgG-mus		3	SRX150367	NA	false						
SRR501957			SRP007993	U2OS -;- osteosarcoma from the tibia of a 15 year old, J. Ponten and E. Saksela derived this line (originally 2T) in 1964 from a moderately differentiated sarcoma, viruses were not detected during co-cultivation with WI-38 cells or in CF tests against SV40, RSV or adenoviruses, mycoplasma contamination was detected and eliminated in 1972, (PMID: 6081590) -;- mesoderm	USC_ChipSeq_U2OS_Input_UCDavis		1		input	false						
SRR501958			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_SIN3A_(NB600-1263)_IgG-rab		1	SRX150369	NA	false						
SRR501959			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_SIN3A_(NB600-1263)_IgG-rab		2	SRX150369	NA	false						
SRR501960			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_MafK_(ab50322)_IgG-rab		1	SRX150370	NA	false						
SRR501961			SRP007993	HeLa-S3 -;- cervical carcinoma -;- ectoderm	Stanford_ChipSeq_HeLa-S3_MafK_(ab50322)_IgG-rab		2	SRX150370	NA	false						
SRR501962			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_Pol2_IgG-mus		1	SRX150371	NA	false						
SRR501963			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_Pol2_IgG-mus		2	SRX150371	NA	false						
SRR501964			SRP007993	GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm	Stanford_ChipSeq_GM15510_Pol2_IgG-mus		3	SRX150371	NA	false						
SRR501965			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_MafK_(ab50322)_IgG-rab		2	SRX150372	NA	false						
SRR501966			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_MafK_(ab50322)_IgG-rab		1	SRX150372	NA	false						
SRR501967			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_Mxi1_(AF4185)_IgG-rab		2	SRX150373	NA	false						
SRR501968			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_Mxi1_(AF4185)_IgG-rab		1	SRX150373	NA	false						
SRR501969			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_p300_IgG-mus		2	SRX150374	NA	false						
SRR501970			SRP007993	GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm	Stanford_ChipSeq_GM12878_p300_IgG-mus		1	SRX150374	NA	false						
SRR501971			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_CEBPB_IgG-rab		1	SRX150375	NA	false						
SRR501972			SRP007993	H1-hESC -;- embryonic stem cells -;- inner cell mass	Stanford_ChipSeq_H1-hESC_CEBPB_IgG-rab		2	SRX150375	NA	false						
